Project ID,Id,Outcome Definition - (Value),Target Population - (Value),Targeted number of service users Or beneficiaries (total) - (Value),Unit type of targeted Service users or beneficiaries - (Value),Unit description of Service user or beneficiaries - (Value),Outcome metric target - (Value),Other target for Meeting outcome metric target - (Value),Outcome validation Method - (Value),Data source for Outcome validation - (Value),Policy sector - (Value),Primary SDG goal - (Value),Secondary SDG goals - (Value),Primary SDG target - (Value),Secondary SDG targets - (Value),Sources,Notes
INDIGO-POJ-0222,outcomemetric1,"Professional insertion rate. The individual: 
(i) Has created his or her own employment;
(ii) Has been employed under an Employment Contract(s) for at least ninety (90) days within one (1) year of the individual's date of entry into the Project;
(iii) Is in possession of a Contract of Employment for at least ninety (90) consecutive days, one (1) year after the date of the individual's entry into the Project;
(iv) has obtained an Employment Contract, with no identified end date, within one (1) year of the individual's date of entry into the Project;",People who have been unemployed for a minimum of 24 months.,710,,,,,,,,8,,8.3,,,
INDIGO-POJ-0223,outcomemetric1,Survival of business after ten months.,,,,,,,,,,8,,8.3,,,
INDIGO-POJ-0223,outcomemetric2,Improvement in household spending on basic needs after 24 months.,,,,,,,,,,1,,1.1,1.3,,
INDIGO-POJ-0224,outcomemetric1,"The number of low-income families with children who meet the criteria for receiving state social assistance on the basis of a social contract, identified within the framework of the project and informed about the possibilities of this type of social assistance.","Low-income families with children, living in remote areas of Primorskiy Krai (5 municipalities), who at the time of the start of the project are not registered with social protection authorities of the population of the Primorsky Krai",2367,Other,families,,the success of the project will be recognized provided that at least 90% of the target level is achieved for each of the indicators,Simple Ex-post verification ,Existing administrative data,Poverty reduction,1,,1.1,,,"2367 is a number of low-income families with children registered in the pilot territories by the Federal State Statistics Service (as of January 1, 2020), but only 1966 are registered with social protection authorities of the population of the Primorsky Krai."
INDIGO-POJ-0224,outcomemetric2,The number of low-income families with children who have signed a social contract.,"Low-income families with children, living in remote areas of Primorskiy Krai (5 municipalities).",2367,Other,families,,the success of the project will be recognized provided that at least 90% of the target level is achieved for each of the indicators,Simple Ex-post verification ,Existing administrative data,Poverty reduction,1,,1.1,,,"Social protection authorities of the population of the Primorsky Krai targeted to cover 11,4% of low-income families with children by this ""social contract"" during the project."
INDIGO-POJ-0225,outcomemetric1,The number of citizens who came to the prophylactic medical examination.,"Citizens living in remote areas of Primorskiy Krai (9 municipalities), which are included in the group of citizens subject to medical examination in the corresponding year.",4000,Individual,,60% of target users,,Simple Ex-post verification ,Existing administrative data,Health,3,,3.8,,,
INDIGO-POJ-0225,outcomemetric2,"The number of citizens who gave their consent to participate in the project, who received the mandatory provision of medicines at home.","Citizens living in remote areas of Primorskiy Krai (9 municipalities), which have the right to public social assistance, which takes care of the mandatory provision of medicines.",5452,Individual,,90% of target users,,Simple Ex-post verification ,New data collected,Health,3,,3.8,,,
INDIGO-POJ-0225,outcomemetric3,"The number of citizens who received the mandatory provision of medicines at home, who have transmitted information about their health status to a medical organization.","Citizens living in remote areas of Primorskiy Krai (9 municipalities), which have the right to public social assistance, which takes care of the mandatory provision of medicines.",5452,Individual,,90% of target users,,Simple Ex-post verification ,New data collected,Health,3,,3.8,,,
INDIGO-POJ-0226,outcomemetric1,"The number of disabled people from Group 1, who switched to permanent accompanied accommodation in separate residential premises in a group form.","Group 1: people 18 years old and over with disabilities, living in the Republic of Sakha (Yakutia), receiving social services in a residential form (in a residential social service organization)",12,Individual,,12 individuals,,Simple Ex-post verification ,New data collected,,3,,3.8,,,The success of the project will be recognized provided that at least 90% of the target level is achieved for each of the indicators. 
INDIGO-POJ-0226,outcomemetric2,"The number of disabled people from Group 1, who switched to independent living with regular and (or) periodic support","Group 1: people 18 years old and over with disabilities, living in the Republic of Sakha (Yakutia), receiving social services in a residnetial form (in a residential social service organization)",12,Individual,,2 individuals,,Simple Ex-post verification ,New data collected,,3,,3.8,,,
INDIGO-POJ-0226,outcomemetric3,"The number of people with disabilities from group 2, receiving accompanied accommodation at home (at the place of residence).","Group 2: people 18 years old and over with disabilities, living at home (at the place of residence) in the Republic of Sakha (Yakutia), recognized as needing social services in a residential form, and have never received social services in a residential form",18,Individual,,18 individuals,,Simple Ex-post verification ,New data collected,,10,,10.2,,,
INDIGO-POJ-0226,outcomemetric4,The number of people with disabilities from group 1 and group 2 who confirmed positive changes in their condition and (or) living conditions (satisfaction) as a result of the project.,People from Group 1 and Group 2 (see above),30,Individual,,80% of target group,,Simple Ex-post verification ,New data collected,,10,,10.2,,,
INDIGO-POJ-0227,outcomemetric1,"The number of disabled people from Group 1, who switched to independent living with periodic company in the form of social services at the place of residence (at home).","Group 1: people 18 years old and over with disabilities, living in the Chelyabisk Oblast, receiving social services in a residential form (in a residential social service organization).",16,Individual,,5 individuals,,Simple Ex-post verification ,New data collected,,10,,10.2,,,The success of the project will be recognized provided that at least 90% of the target level is achieved for each of the indicators. 
INDIGO-POJ-0227,outcomemetric2,"The number of disabled people from Group 2, who continued independent living with periodic company in the form of  social services at the place of residence (at home).","Group 2: people 18 years old and over with disabilities, living at home (at the place of residence) in the Chelyabisk Oblast, recognized as needing social services in a residential form, and have never received social services in a residential form.",8,Individual,,5 individuals,,Simple Ex-post verification ,New data collected,,10,,10.2,,,
INDIGO-POJ-0227,outcomemetric3,The number of people with disabilities from group 1 and group 2 who confirmed positive changes in their condition and (or) living conditions (satisfaction) as a result of the project.,People from Group 1 and Group 2 (see above),24,Individual,,80% of the group,,Simple Ex-post verification ,New data collected,,10,,10.2,,,
INDIGO-POJ-0227,outcomemetric4,"The number of people with disabilities from group 1 and group 2 who gained work experience (social and labor rehabilitation), including work experience from special workshops (at least 400 hours of experience for each person during the life of the project).",People from Group 1 and Group 2 (see above),24,Individual,,75% of the group,,Simple Ex-post verification ,New data collected,,8,,8.5,,,
INDIGO-POJ-0228,outcomemetric1,Metric 1: Initial Assessment taken place with action plan completed,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,5832,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
INDIGO-POJ-0228,outcomemetric2,Metric 2: Additional complexity payment for people with complex needs engaged with programme.,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,3208,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
INDIGO-POJ-0228,outcomemetric3,Metric 3: Well Being Star - improvement after 6 month assessment,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,3696,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
INDIGO-POJ-0228,outcomemetric4,Metric 4: Well Being Star - improvement after 12 month assessment,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,3328,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
INDIGO-POJ-0228,outcomemetric5,Metric 5: WEMWS (Warwick-Edinburgh Mental Wellbeing Scale) - improvement after 6 month assessment.,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,2737,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
INDIGO-POJ-0228,outcomemetric6,Metric 6: WEMWS (Warwick-Edinburgh Mental Wellbeing Scale) - improvement after 12 month assessment,People with long term health conditions and one or more of the following characteristics: High co-morbidity levels; low levels of emotional and mental well-being; high levels of social isolation; frequent attender at GP or hospital; are a carer; have poor English literacy; are obese or inactive and/or have difficult socioeconomic backgrounds.,2413,Individual,,,,Simple Ex-post verification ,New data collected,Health,3,,,,,
