Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0113,source5,CBO project updates - 2023/10,,,,,,,,
INDIGO-POJ-0114,source1,Commissioning Better Outcomes Awards from July 2013 to November 2018 (Accessed: 18 July 2019) https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=2ahUKEwjmkfO907_jAhUkrXEKHYGPA2UQFjAEegQIBRAC&url=https%3A%2F%2Fwww.tnlcommunityfund.org.uk%2Fmedia%2Fdocuments%2Ffull-cost-recovery%2FCommissioning-Better-Outcomes%2FCBO_grant_awards.xls%3Fmtime%3D20190228100344&usg=AOvVaw1Fdu2GiiC6boDEgA3wBnqk,,,,,,,,
INDIGO-POJ-0114,source2,Social Finance Impact Bonds Database (Accessed: 18 July 2019) https://sibdatabase.socialfinance.org.uk/?project_id=114,,,,,,,,
INDIGO-POJ-0114,source3,Commissioning Better Outcomes Awards from July 2013 to November 2018 (Accessed: 18 July 2019) https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=2ahUKEwjmkfO907_jAhUkrXEKHYGPA2UQFjAEegQIBRAC&url=https%3A%2F%2Fwww.tnlcommunityfund.org.uk%2Fmedia%2Fdocuments%2Ffull-cost-recovery%2FCommissioning-Better-Outcomes%2FCBO_grant_awards.xls%3Fmtime%3D20190228100344&usg=AOvVaw1Fdu2GiiC6boDEgA3wBnqk; Social Finance Impact Bonds Database (Accessed: 18 July 2019) https://sibdatabase.socialfinance.org.uk/?project_id=114,,,,,,,,
INDIGO-POJ-0114,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0114,source5,CBO requested changes 2023-10,,,,,,,,
INDIGO-POJ-0116,source1,"Devon County Council, ""Pioneering new programme shows Devon leading the way in diabetes prevention"" (13/06/2018; accessed 22/08/2019), https://www.devonnewscentre.info/pioneering-new-programme-shows-devon-leading-the-way-in-diabetes-prevention/",,,,,,,,
INDIGO-POJ-0116,source2,"Devon County Council - Public Health, ""Healthier Devon Diabetes Prevention"" (1/05/2019; accessed 22/08/2019), https://www.devon.gov.uk/accesstoinformation/archives/information_request/healthier-devon-diabetes-prevention",,,,,,,,
INDIGO-POJ-0116,source3,"Bridges Fund Management, ""Devon launches pioneering outcomes-based programme to prevent diabetes"" (accessed 22/08/2019), https://www.bridgesfundmanagement.com/devon-launches-diabetes-prevention-sib/",,,,,,,,
INDIGO-POJ-0116,source4,"Westbank Community Health and Care website, https://www.westbank.org.uk",,,,,,,,
INDIGO-POJ-0116,source5,"Bridges Fund Management, ""Devon launches pioneering outcomes-based programme to prevent diabetes"" (accessed 22/08/2019), https://www.bridgesfundmanagement.com/devon-launches-diabetes-prevention-sib/; Social Finance - Healthier Devon project webpage (accessed 22/09/2019), https://sibdatabase.socialfinance.org.uk/?project_id=121",,,,,,,,
INDIGO-POJ-0116,source6,"Own calculation, based on Devon County Council - Public Health, ""Healthier Devon Diabetes Prevention"" (1/05/2019; accessed 22/08/2019), https://www.devon.gov.uk/accesstoinformation/archives/information_request/healthier-devon-diabetes-prevention",,,,,,,,
INDIGO-POJ-0116,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0116,source7,Email exchange with Bridges Fund Management on 02/02/2022,,,,,,,,
INDIGO-POJ-0116,source8,CBO project updates 2023-10,,,,,,,,
INDIGO-POJ-0117,source1,"Positive Families Partnership press release, ""Five London boroughs join forces to help troubled families stay together"" (accessed 22/08/2019), https://www.socialfinance.org.uk/sites/default/files/news/positive_family_partnership_press_release_final.pdf",,,,,,,,
INDIGO-POJ-0117,source2,"Social Finance - Positive Families Partnership project webpage (accessed 29 Aug 2019), https://sibdatabase.socialfinance.org.uk/?project_id=109",,,,,,,,
INDIGO-POJ-0117,source3,"Family Action UK website, https://www.family-action.org.uk",,,,,,,,
INDIGO-POJ-0117,source4,"Thomas, Kim (02/02/2018), ""Can new partnership keep vulnerable children out of care?"" (accessed 22/08/2019), The Guardian, https://www.theguardian.com/social-care-network/2018/feb/02/can-new-partnership-keep-vulnerable-children-out-of-care",,,,,,,,
INDIGO-POJ-0117,source5,"Social Finance - Positive Families Partnership project webpage (accessed 29 Aug 2019), https://sibdatabase.socialfinance.org.uk/?project_id=109; Thomas, Kim (02/02/2018), ""Can new partnership keep vulnerable children out of care?"" (accessed 22/08/2019), The Guardian, https://www.theguardian.com/social-care-network/2018/feb/02/can-new-partnership-keep-vulnerable-children-out-of-care; Positive Families Partnership website, https://www.positivefamiliespartnership.com",,,,,,,,
INDIGO-POJ-0117,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0117,source6,Email exchange with Bridges Fund Management on 02/02/2022,,,,,,,,
INDIGO-POJ-0117,source7,CBO project updates 2023-11.,,,,,,,,
INDIGO-POJ-0118,source1,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) Page 2",,,,,,,,
INDIGO-POJ-0118,source2,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 4",,,,,,,,
INDIGO-POJ-0118,source3,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 9",,,,,,,,
INDIGO-POJ-0118,source4,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 10, 13; GO Lab, ""Case Study: Mental Health and Employment Partnership (Staffordshire, Haringey, & Tower Hamlets)"", (GO Lab, 2018), page 2",,,,,,,,
INDIGO-POJ-0118,source5,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 5",,,,,,,,
INDIGO-POJ-0118,source6,"Nicola Bromage & Adam Swersky, ""Outcomes-Based Commissioning in Mental Health & Employment"", Innovation in Outcomes-Based Commissioning: West Midlands Regional Conference, (GO Lab, May 2018), powerpoint slide 16",,,,,,,,
INDIGO-POJ-0118,source7,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 2",,,,,,,,
INDIGO-POJ-0118,source8,"Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33
Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 4",,,,,,,,
INDIGO-POJ-0118,source9,"MakingSpace, ""Staffordshire Employment Support Service"", (MakingSpace 2018), page 2",,,,,,,,
INDIGO-POJ-0118,source10,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 6; Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0118,source11,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 6",,,,,,,,
INDIGO-POJ-0118,source12,"Big Issue Invest, ""Mental Health and Employment Partnership case study"", Webpage, 2019, https://bigissueinvest.com/case-studies/mental-health-and-employment-partnership; Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0118,source13,"Big Issue Invest, ""Big Issue Invest Fund Management, Social Enterprise Investment Fund II LP, Annual Report for the year ended 31 March 2018"", (Big Issue Invest, 2019) page 33",,,,,,,,
INDIGO-POJ-0118,source14,"Big Lottery Fund, ""Commissioning Better Outcomes: Awards from July 2013 to November 2018"", (2015)",,,,,,,,
INDIGO-POJ-0118,source15,"Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) Page 2; Ecorys, ""In-Depth Review: Mental Health and Employment Partnership (MHEP)"" (Commissioning Better Outcomes Evaluation, 2017) page 13",,,,,,,,
INDIGO-POJ-0118,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0118,source16,Email correspondence with Social Finance,,,,,,,,
INDIGO-POJ-0118,source17,Project updates from CBO - 11/23.,,,,,,,,
INDIGO-POJ-0119,source1,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), page 1",,,,,,,,
INDIGO-POJ-0119,source2,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), page 6",,,,,,,,
INDIGO-POJ-0119,source3,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), page 5",,,,,,,,
INDIGO-POJ-0119,source4,"Homepage', Age UK Herefordshire and Worcestershire (Website), accessed 04/07/19 <https://www.ageuk.org.uk/herefordshireandworcestershire/>",,,,,,,,
INDIGO-POJ-0119,source5,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), page 3",,,,,,,,
INDIGO-POJ-0119,source6,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), page 1 and Evaluation of the Social Impact Bond Trailblazers in Health and Social Care – Final report (PIRU, 2018) Page 62",,,,,,,,
INDIGO-POJ-0119,source7,"Evaluation of the Social Impact Bond Trailblazers in Health and Social Care – Final report (PIRU, 2018) Page 62",,,,,,,,
INDIGO-POJ-0119,source8,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), pages 4-5",,,,,,,,
INDIGO-POJ-0119,source9,"Investing to tackle loneliness: a discussion paper (Social Finance, 2015), pages 15-16",,,,,,,,
INDIGO-POJ-0119,source10,"Reconnections Social Impact Bond: reducing loneliness in Worcestershire - An in-depth review produced as part of the Commissioning Better Outcomes Evaluation (Ecorys and ATQ, 2016), pages 1,6",,,,,,,,
INDIGO-POJ-0119,source12,CBO project updates 2023/10,,,,,,,,
INDIGO-POJ-0119,source13,Reconnection Worcestershire - Final in depth review - Authors: Rachel Wooldridge and Tim Fox - Published in January 2024,Evaluation report,,https://www.tnlcommunityfund.org.uk/media/research-documents/social-investment/Reconnections-SIB-In-Depth-Review-Report3.pdf?mtime=20240123134728&focal=none,,,,2024-02-07,
INDIGO-POJ-0120,source1,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015)",,,,,,,,
INDIGO-POJ-0120,source2,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 2",,,,,,,,
INDIGO-POJ-0120,source3,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015) Page 3",,,,,,,,
INDIGO-POJ-0120,source4,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 6",,,,,,,,
INDIGO-POJ-0120,source5,"Big Lottery Fund, 'Commissioning Better Outcomes: Awards from July 2013 to November 2018', (Big Lottery Fund, 2018)",,,,,,,,
INDIGO-POJ-0120,source6,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015) Page 2",,,,,,,,
INDIGO-POJ-0120,source7,Individual websites for charities,,,,,,,,
INDIGO-POJ-0120,source8,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 11",,,,,,,,
INDIGO-POJ-0120,source9,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 4",,,,,,,,
INDIGO-POJ-0120,source10,"Big Society Capital, 'Dataset of front-line level social investment transactions enabled by Big Society Capital', (Big Society Capital, 2016)",,,,,,,,
INDIGO-POJ-0120,source11,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 11; Ways to Wellness, 'How we are financed and funded', Webpage, 2019, https://waystowellness.org.uk/about/finance-and-funding/;",,,,,,,,
INDIGO-POJ-0120,source12,"Ways to Wellness, 'How we are financed and funded', Webpage, 2019, https://waystowellness.org.uk/about/finance-and-funding/; Big Lottery Fund, 'Commissioning Better Outcomes: Awards from July 2013 to November 2018', (Big Lottery Fund, 2018); Tom Keighley, ""First £500,000 leaves North East Social Investment Fund under Peter Gilson's leadership"", The Journal (17 May 2015) http://www.thejournal.co.uk/business/business-news/first-500000-leaves-north-east-9265756; James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 5; Ways to Wellness, 'E-bulletin 8 - September 2013', Webpage, 2014, https://waystowellness.org.uk/news/2014/01/e-bulletin-8-september-2013/; Ways to Wellness, 'Ways to Wellness continues to deliver strong results', Webapge, 2018, https://waystowellness.org.uk/news/2018/07/ways-to-wellness-latest-news-july-2018/",,,,,,,,
INDIGO-POJ-0120,source13,"Own calculation, based on Ways to Wellness, 'How we are financed and funded', Webpage, 2019, https://waystowellness.org.uk/about/finance-and-funding/; Big Lottery Fund, 'Commissioning Better Outcomes: Awards from July 2013 to November 2018', (Big Lottery Fund, 2018); Tom Keighley, ""First £500,000 leaves North East Social Investment Fund under Peter Gilson's leadership"", The Journal (17 May 2015) http://www.thejournal.co.uk/business/business-news/first-500000-leaves-north-east-9265756; James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 5",,,,,,,,
INDIGO-POJ-0120,source15,"Commissioning Better Outcomes (CBO) fund evaluation, 'CBO health event: Learning from a Live SIB: Ways to Wellness SIB', Workshop, 11 February 2016; Guy Pilkington, 'The Learning Environment: Study - Ways to Wellness Social Proscribing Scheme', NHS England, Nov 2017, https://www.england.nhs.uk/wp-content/uploads/2017/11/len-case-study-ways-to-wellness.pdf",,,,,,,,
INDIGO-POJ-0120,source16,"Own calculation, based on Commissioning Better Outcomes (CBO) fund evaluation, 'CBO health event: Learning from a Live SIB: Ways to Wellness SIB', Workshop, 11 February 2016; Guy Pilkington, 'The Learning Environment: Study - Ways to Wellness Social Proscribing Scheme', NHS England, Nov 2017, https://www.england.nhs.uk/wp-content/uploads/2017/11/len-case-study-ways-to-wellness.pdf",,,,,,,,
INDIGO-POJ-0120,source17,"Ways to Wellness, 'Ways to Wellness continues to deliver strong results', Webpage, 11 July 2018, https://waystowellness.org.uk/news/2018/08/ways-to-wellness-latest-news-july-2018",,,,,,,,
INDIGO-POJ-0120,source18,"(Care and De Lisa, 2019) Social Impact Bonds for a Sustainable Welfare State: The Role of Enabling Factors Page 10",,,,,,,,
INDIGO-POJ-0120,source19,"Katy Laing et al., ""It was the turning point in my life"": How Ways to Wellness social prescribing is improving the health and wellbeing of people with long term conditions' (Institute of Health & Society, Newcastle University, 2017), page 2",,,,,,,,
INDIGO-POJ-0120,source20,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), pages 3-5",,,,,,,,
INDIGO-POJ-0120,source21,"Guy Pilkington, 'The Learning Environment: Study - Ways to Wellness Social Proscribing Scheme', NHS England, Nov 2017, https://www.england.nhs.uk/wp-content/uploads/2017/11/len-case-study-ways-to-wellness.pdf",,,,,,,,
INDIGO-POJ-0120,source22,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 5",,,,,,,,
INDIGO-POJ-0120,source24,"James Ronicle & Neil Stanworth, 'Ways to Wellness Deep Dive Report: CBO Fund Evaluation' (Ecorys, 2015), page 3",,,,,,,,
